name,country,location_city,website,employees,revenue_usd,clutch_rating,min_project_size_usd,is_wp_specialist,kaycore_fit_score,partnership_priority,web_pct,mobile_pct,custom_pct,cluster
Offshorly,UK,"Stamford, England",https://offshorly.com/cl-ldng-1/%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Ddirectory,29,3828000.0,4.921,5000,False,5,Medium,15.0,0.0,0.0,1
Takeaway Reality,UK,"Zagreb, Croatia",https://takeaway-reality.com/%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Duk-web-developers,50,6600000.0,5.012,1000,False,5,Medium,10.0,0.0,15.0,1
Dotsquares,UK,"London, England",https://clutch.dotsquares.com%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Dweb-developers-uk,29,3190000.0,0.0,1000,False,3,Medium,20.0,0.0,0.0,3
Imaginary Cloud,UK,"London, England",https://www.imaginarycloud.com/%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Duk-web-developers,29,3190000.0,0.0,25000,False,3,Medium,40.0,0.0,0.0,3
Devsinc,UK,"San Jose, CA",https://www.devsinc.com%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Dweb-developers-uk,29,3190000.0,0.0,10000,False,3,Medium,35.0,0.0,0.0,3
dotcode,UK,"L'viv, Ukraine",https://dotcode.pro/top-rated-company-by-clutch/,29,3190000.0,0.0,25000,False,3,Medium,40.0,0.0,0.0,3
Torchbox,UK,"Bristol, England",https://torchbox.com/%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Duk-web-developers,29,3190000.0,0.0,50000,False,3,Medium,40.0,0.0,0.0,3
Marzee,UK,"Porto, Portugal",https://marzee.co/%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Duk-web-developers,29,3190000.0,0.0,10000,False,3,Medium,65.0,0.0,0.0,3
SENLA,UK,"Warszawa, Poland",https://senlainc.com/%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Duk-web-developers,29,3190000.0,0.0,10000,False,3,Medium,20.0,0.0,0.0,3
Shout Digital,UK,"Newcastle upon Tyne, England",https://shoutdigital.com/%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Duk-web-developers,29,3190000.0,0.0,50000,False,3,Medium,40.0,0.0,0.0,3
Influential Software,UK,"London, England",https://www.influentialsoftware.com/%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Duk-web-dev,29,3190000.0,0.0,10000,False,3,Medium,35.0,0.0,0.0,3
Webential,AU,"Wentworthville, Australia",https://www.webential.com/%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Ddirectory,29,3480000.0,4.941,5000,False,5,Medium,25.0,0.0,0.0,1
Appello Software,AU,"Brisbane City, Australia",http://www.appello.com.au%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Dau-web-developers,29,3480000.0,4.933,50000,False,5,Medium,10.0,55.0,35.0,0
Appello Software,AU,Serves Australia,https://ppc.clutch.co/ppc/click/%3Fs%3DeyJkZWNpc2lvbl9pZCI6ImMyZjc1NjdmLTNkYzctNDA3My04ZWJmLTk1ODRiNTE1MGQ0MSIsImltcHJlc3Npb25faWQiOiI5ZGRmMTYyNS02NTY4LTQ3MGItYjBiZS02ODU2MTkxZWNlNDgiLCJwcm92aWRlcl9pZCI6NTk1MDY2LCJmZWF0dXJlZF9saXN0aW5nX2lkIjo0NTgsImZlYXR1cmVkX3Bvc2l0aW9uX2lkIjoyMzYyMTgsInBvc2l0aW9uIjoxLCJpc19zcG90bGlnaHQiOmZhbHNlfQ:1vstgk:Q-HvO5z-oNApmXFkZGOgROtI8FP8pTZcIofybXOIhmw,29,3480000.0,4.933,50000,False,5,Medium,10.0,55.0,35.0,0
Innowise,AU,Serves Australia,https://ppc.clutch.co/ppc/click/%3Fs%3DeyJkZWNpc2lvbl9pZCI6ImMyZjc1NjdmLTNkYzctNDA3My04ZWJmLTk1ODRiNTE1MGQ0MSIsImltcHJlc3Npb25faWQiOiI2MjJkMzY4NS0xM2MxLTQ1MWYtODdkNy0xNDlmNDdjOTk1YmYiLCJwcm92aWRlcl9pZCI6NDc3NjUzLCJmZWF0dXJlZF9saXN0aW5nX2lkIjo0NTgsImZlYXR1cmVkX3Bvc2l0aW9uX2lkIjozNzk1OTgsInBvc2l0aW9uIjoyLCJpc19zcG90bGlnaHQiOmZhbHNlfQ:1vstgk:Oj2lW4_MoMYZJXZ5DyyZ0pvLGrD-PIb06gGAZI_4dm4,1,120000.0,4.972,10000,False,3,Medium,10.0,10.0,10.0,0
WP Creative,AU,Serves Australia,https://ppc.clutch.co/ppc/click/%3Fs%3DeyJkZWNpc2lvbl9pZCI6ImMyZjc1NjdmLTNkYzctNDA3My04ZWJmLTk1ODRiNTE1MGQ0MSIsImltcHJlc3Npb25faWQiOiJlYmFhZGU3ZS1jNjBjLTQwODAtOTZiZC02NTcwZWE5YzNlMTkiLCJwcm92aWRlcl9pZCI6MTY5MDQyMSwiZmVhdHVyZWRfbGlzdGluZ19pZCI6NDU4LCJmZWF0dXJlZF9wb3NpdGlvbl9pZCI6MzMyNTgwLCJwb3NpdGlvbiI6MywiaXNfc3BvdGxpZ2h0IjpmYWxzZX0:1vstgk:MutoPsvjHMGMt012iLJ7AEdDkGtzAmtWnQMkPK_ceyw,29,3480000.0,5.024,10000,False,5,Medium,70.0,0.0,0.0,1
xfive,AU,"Hawthorn, Australia",https://www.xfive.co%3Futm_campaign%3D305765621-CLUTCH_Q1-Q2-26%26utm_source%3Dclutch.co%26utm_medium%3Dpaid%26utm_content%3Dmain-profile,50,6000000.0,5.059,25000,False,5,Medium,70.0,0.0,0.0,1
WP Creative,AU,"Ultimo, Australia",https://wpcreative.com.au/clutch-top-rated-wordpress-agency/%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Ddirectory,29,3480000.0,5.024,10000,False,5,Medium,70.0,0.0,0.0,1
Chromatix,AU,"Camberwell, Australia",https://www.chromatix.com.au/%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Dau-web-developers,29,3480000.0,5.012,5000,False,5,Medium,30.0,0.0,0.0,1
DianApps,AU,"Tarneit, Australia",https://dianapps.com%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Dau-web-developers,29,3480000.0,4.879,5000,False,5,Medium,10.0,50.0,0.0,0
Luminary,AU,"Brisbane City, Australia",https://www.luminary.com%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Dau-web-developers,6,720000.0,4.81,25000,False,3,Medium,20.0,10.0,10.0,0
Incipient Infotech,AU,"Klemzig, Australia",https://incipientinfo.tech%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Dau-web-developers,29,3480000.0,5.017,1000,False,5,Medium,25.0,0.0,30.0,1
Labrys,AU,"Milton, Australia",https://labrys.io/%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Ddirectory,29,3480000.0,5.011,10000,False,5,Medium,20.0,0.0,0.0,1
Appetiser,AU,"Bondi Junction, Australia",https://appetiser.com.au/just-build-it/%3Futm_source%3Dclutch%26utm_medium%3Dreferral%26utm_campaign%3Dau-web-developers,29,3480000.0,4.824,10000,False,5,Medium,10.0,60.0,0.0,0
Emote Digital,AU,"Hawthorn, Australia",http://www.emotedigital.com.au/%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Ddirectory,29,3480000.0,4.716,1000,False,5,Medium,10.0,0.0,0.0,1
Intesols,AU,"Moorabbin, Australia",https://www.intesols.com.au/%3Futm_source%3DOrganic%26utm_medium%3DWeb%26utm_campaign%3DClutch,29,3480000.0,4.924,1000,False,5,Medium,10.0,5.0,0.0,1
MyWork,AU,"Daisy Hill, Australia",https://mywork.com.au%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Ddirectory,29,3480000.0,4.512,1000,False,5,Medium,25.0,0.0,0.0,1
Salt & Fuessel,AU,"South Yarra, Australia",https://www.saltandfuessel.com.au/%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Ddirectory,29,3480000.0,4.815,1000,False,5,Medium,25.0,0.0,0.0,1
EUX Digital,AU,"Sydney, Australia",https://eux.com.au%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Dau-web-developers,29,3480000.0,5.03,10000,False,5,Medium,30.0,0.0,0.0,1
Still Not Scared,AU,"Melbourne, Australia",http://stillnotscared.com.au/%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Ddirectory,29,3480000.0,5.07,5000,False,5,Medium,10.0,0.0,0.0,1
PixelForce,AU,"Kent Town, Australia",https://pixelforce.com%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Dau-web-developers,29,3480000.0,5.08,50000,False,5,Medium,10.0,50.0,0.0,0
Ecompapi Digital Agency,AU,"Richmond, Australia",https://ecompapi.com.au%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Dau-web-developers,29,3480000.0,4.812,5000,False,5,Medium,20.0,0.0,0.0,1
BFJ Digital,AU,"Spring Hill, Australia",https://bfj.digital/%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Ddirectory,29,3480000.0,5.034,1000,False,5,Medium,10.0,0.0,0.0,1
Sentia,AU,"Sydney, Australia",https://www.sentia.com.au,29,3480000.0,4.86,25000,False,5,Medium,25.0,25.0,0.0,0
Pixite,AU,"Penrith, Australia",https://pixite.com.au/,29,3480000.0,5.014,5000,False,5,Medium,20.0,0.0,0.0,1
Devika Creations,AU,"Barangaroo, Australia",https://devika.com,29,3480000.0,5.07,5000,False,5,Medium,15.0,15.0,15.0,1
Digital Thing,AU,"Eltham, Australia",https://www.digitalthing.com.au/%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Ddirectory,29,3480000.0,5.017,5000,False,5,Medium,35.0,0.0,0.0,1
Wolf IQ,AU,"Sydney, Australia",https://www.wolfiq.com.au/,29,3480000.0,4.91,5000,False,5,Medium,60.0,0.0,0.0,1
e intelligence,AU,"Windsor, Australia",https://eintelligenceweb.com/digital-marketing-services-clutch/,23,2760000.0,4.926,1000,False,3,Medium,10.0,0.0,0.0,1
Bearplus,AU,"Sydney, Australia",https://www.bear.plus%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Dau-web-developers,29,3480000.0,4.918,10000,False,5,Medium,50.0,0.0,0.0,1
Magora,AU,"Sydney, Australia",https://magora-systems.com/%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral,17,2040000.0,4.77,25000,False,3,Medium,15.0,0.0,30.0,1
Top Remotely,AU,"Melbourne, Australia",https://topremotely.com/,29,3480000.0,5.089,5000,False,5,Medium,10.0,0.0,10.0,1
Fingent,AU,"Melbourne, Australia",https://www.fingent.com/custom-software-development/%3Futm_source%3Dclutch%26utm_medium%3Dreferral%26utm_campaign%3Dprofile,29,3480000.0,4.965,25000,False,5,Medium,10.0,10.0,50.0,1
INSIDEA,AU,"Balmain, Australia",https://insidea.com/%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Ddirectory,29,3480000.0,5.054,1000,False,5,Medium,10.0,0.0,0.0,1
Warp Development,AU,"Adelaide, Australia",https://www.warpdevelopment.com/offshore-software-development/,29,3480000.0,4.922,25000,False,5,Medium,10.0,10.0,45.0,1
Logical Wings Infoweb Private Limited,AU,"Point Cook, Australia",http://www.logicalwings.com/%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Ddirectory,3,360000.0,5.03,1000,False,3,Medium,25.0,25.0,0.0,0
Shaligram Infotech,AU,"Brisbane City, Australia",https://shaligraminfotech.com%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Dau-web-developers,29,3480000.0,4.961,5000,False,5,Medium,35.0,0.0,45.0,1
Skynet Technologies,AU,"Melbourne, Australia",https://www.skynettechnologies.com/%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Ddirectory,1,120000.0,5.01,5000,False,3,Medium,20.0,0.0,0.0,1
Soto Group,AU,"Brisbane City, Australia",http://www.sotogroup.co/%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Ddirectory,29,3480000.0,4.95,5000,False,5,Medium,10.0,0.0,0.0,1
Greenhat,AU,"Fortitude Valley, Australia",https://www.greenhat.net/,29,3480000.0,5.02,10000,False,5,Medium,30.0,10.0,0.0,1
Wave Digital,AU,"North Melbourne, Australia",http://wavedigital.com.au/%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral,29,3480000.0,4.97,10000,False,5,Medium,20.0,60.0,0.0,0
DreamWalk App Development,AU,"Paddington, Australia",https://dreamwalk.com.au/%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Ddirectory,23,2300000.0,4.415,25000,False,1,Medium,10.0,70.0,0.0,0
Business Warriors | Digital Marketing Agency,AU,"Perth, Australia",https://businesswarriors.global%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Dau-web-developers,29,3480000.0,5.03,1000,False,5,Medium,10.0,0.0,0.0,1
White Peak Digital,AU,"Melbourne, Australia",https://www.whitepeakdigital.com/%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Ddirectory,10,1200000.0,5.01,5000,False,3,Medium,40.0,0.0,0.0,1
Shtudio,AU,"Woollahra, Australia",https://www.shtudio.com.au/%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Ddirectory,29,3480000.0,5.03,5000,False,5,Medium,50.0,0.0,0.0,1
Rock Agency,AU,"Cremorne, Australia",https://rockagency.com.au%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Dau-web-developers,29,2900000.0,0.0,10000,False,3,Medium,25.0,0.0,0.0,3
Vivo Group,AU,"Newstead, Australia",https://www.vivogroup.com.au/%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Ddirectory,29,2900000.0,0.0,10000,False,3,Medium,40.0,0.0,0.0,3
Synoviq,AU,"Melbourne, Australia",https://synoviq.com/%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Ddirectory,16,1920000.0,5.06,1000,False,3,Medium,10.0,5.0,5.0,1
Arcanys,AU,"Camberwell, Australia",http://www.arcanys.com/%3Futm_source%3Dclutch%26utm_medium%3Dreferral,4,480000.0,5.027,100000,False,3,Medium,30.0,0.0,40.0,1
RailsFactory,AU,"Melbourne, Australia",https://railsfactory.com/%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Ddirectory,29,2900000.0,0.0,10000,False,3,Medium,10.0,10.0,25.0,3
Task Virtual,AU,"Sydney, Australia",https://taskvirtual.com%3Fref%3DClutch.co%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Ddirectory,29,3480000.0,4.954,1000,False,5,Medium,10.0,0.0,0.0,1
CBTW APAC,AU,"Melbourne, Australia",https://collaborationbetterstheworld.com/%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Ddirectory,1,120000.0,4.73,0,False,3,Medium,10.0,10.0,30.0,0
Intuji,AU,"Perth, Australia",https://intuji.com/get-in-touch/%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Dau-web-developers,29,2900000.0,0.0,10000,False,3,Medium,40.0,0.0,0.0,3
Enterprise Monkey,AU,"Melbourne, Australia",https://enterprisemonkey.com.au%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Dau-web-developers,29,2900000.0,0.0,5000,False,3,Medium,35.0,0.0,0.0,3
Stone Digital,AU,"Pyrmont, Australia",https://stonedigital.com.au/%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Dau-web-developers,29,2900000.0,0.0,5000,False,3,Medium,50.0,0.0,0.0,3
StartupCraft,AU,"Sydney, Australia",http://startupcraft.io/%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Ddirectory,29,2900000.0,0.0,25000,False,3,Medium,35.0,0.0,0.0,3
Idea Box,AU,"Chippendale, Australia",https://ideabox.com.au/,29,2900000.0,0.0,25000,False,3,Medium,30.0,0.0,0.0,3
Launchpad App Development,AU,"Richmond, Australia",http://www.launchpadapps.co%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Dau-web-developers,29,2900000.0,0.0,10000,False,3,Medium,10.0,0.0,0.0,3
Croissant & Baguette,AU,"Sydney, Australia",https://croissantbaguette.com.au/,29,2900000.0,0.0,10000,False,3,Medium,40.0,0.0,0.0,3
Butterfly,AU,"Melbourne, Australia",http://www.butterfly.com.au/%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Ddirectory,29,2900000.0,0.0,10000,False,3,Medium,30.0,0.0,0.0,3
Airteam,AU,"Pyrmont, Australia",https://www.airteam.com.au/landing-page/web-development-company%3Futm_source%3Dclutch%26utm_medium%3Dorganic%26utm_campaign%3Dclutch-profile%26utm_term%3Dlogo%26utm_content%3Dimage,29,2900000.0,0.0,10000,False,3,Medium,20.0,0.0,0.0,3
Jhavtech Studios,AU,"Melbourne, Australia",https://www.jhavtech.com.au/,29,2900000.0,0.0,10000,False,3,Medium,15.0,0.0,0.0,3
Nuclieos,AU,"Melbourne, Australia",https://www.nuclieos.com/,29,2900000.0,0.0,5000,False,3,Medium,20.0,0.0,0.0,3
Seriously Good Design,AU,"Hawthorn East, Australia",https://sgd.com.au,29,2900000.0,0.0,5000,False,3,Medium,30.0,0.0,0.0,3
Kombee Private Limited,AU,"Boronia, Australia",https://www.kombee.com/in,29,2900000.0,0.0,10000,False,3,Medium,25.0,0.0,0.0,3
Mainstay Digital,AU,"Geelong, Australia",https://mainstay.digital/%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Dau-web-developers,29,2900000.0,0.0,5000,False,3,Medium,30.0,0.0,0.0,3
Appello Software,AU,Serves Australia,https://ppc.clutch.co/ppc/click/%3Fs%3DeyJkZWNpc2lvbl9pZCI6IjBkNTU0NWUxLWI0ZmQtNDlhOC04MDA0LTliYTJmYzZhNThlMyIsImltcHJlc3Npb25faWQiOiI1YjlkOTZiYS1jOGFiLTRhNTQtOThmOC05ZDlhNWIyYzQyYjMiLCJwcm92aWRlcl9pZCI6NTk1MDY2LCJmZWF0dXJlZF9saXN0aW5nX2lkIjo0NTgsImZlYXR1cmVkX3Bvc2l0aW9uX2lkIjoyMzYyMTgsInBvc2l0aW9uIjoxLCJpc19zcG90bGlnaHQiOmZhbHNlfQ:1vstgv:a08x6gMRoOMr_BQxolK1-hjfzofaYxOqZS-hc4c6_9I,29,3480000.0,4.933,50000,False,5,Medium,10.0,55.0,35.0,0
Innowise,AU,Serves Australia,https://ppc.clutch.co/ppc/click/%3Fs%3DeyJkZWNpc2lvbl9pZCI6IjBkNTU0NWUxLWI0ZmQtNDlhOC04MDA0LTliYTJmYzZhNThlMyIsImltcHJlc3Npb25faWQiOiI1NGFmMWNmZi1lMDZkLTRkNWYtYjNiZS05M2MyMTE1MWVhZDMiLCJwcm92aWRlcl9pZCI6NDc3NjUzLCJmZWF0dXJlZF9saXN0aW5nX2lkIjo0NTgsImZlYXR1cmVkX3Bvc2l0aW9uX2lkIjozNzk1OTgsInBvc2l0aW9uIjoyLCJpc19zcG90bGlnaHQiOmZhbHNlfQ:1vstgv:R_xun2cGcfHWtiwTw-kNuV2venfaSWx9vfG1VgPJPbI,1,120000.0,4.972,10000,False,3,Medium,10.0,10.0,10.0,0
WP Creative,AU,Serves Australia,https://ppc.clutch.co/ppc/click/%3Fs%3DeyJkZWNpc2lvbl9pZCI6IjBkNTU0NWUxLWI0ZmQtNDlhOC04MDA0LTliYTJmYzZhNThlMyIsImltcHJlc3Npb25faWQiOiJkZGVlMDAyZS0wNDU4LTQzOTQtYjA0Yi0yYmM4Y2ZhOWQ2OWIiLCJwcm92aWRlcl9pZCI6MTY5MDQyMSwiZmVhdHVyZWRfbGlzdGluZ19pZCI6NDU4LCJmZWF0dXJlZF9wb3NpdGlvbl9pZCI6MzMyNTgwLCJwb3NpdGlvbiI6MywiaXNfc3BvdGxpZ2h0IjpmYWxzZX0:1vstgv:ZGn4VQ6NAuywbqSrnYFAn3ww8Jx3cFoAThxLP8edahY,29,3480000.0,5.024,10000,False,5,Medium,70.0,0.0,0.0,1
Intuji,AU,"Brisbane City, Australia",,8,960000.0,4.924,10000,False,3,Medium,40.0,5.0,0.0,1
Enterprise Monkey,AU,"Geelong, Australia",,50,6000000.0,5.062,5000,False,5,Medium,35.0,15.0,35.0,1
Stone Digital,AU,"Pyrmont, Australia",,29,3480000.0,5.024,5000,False,5,Medium,50.0,0.0,0.0,1
StartupCraft,AU,"Sydney, Australia",,29,3480000.0,5.023,25000,False,5,Medium,35.0,0.0,0.0,1
Idea Box,AU,"Chippendale, Australia",,29,3480000.0,4.812,25000,False,5,Medium,30.0,35.0,0.0,0
Launchpad App Development,AU,"Richmond, Australia",,29,3480000.0,5.026,10000,False,5,Medium,10.0,70.0,0.0,0
Croissant & Baguette,AU,"Sydney, Australia",,29,3480000.0,5.04,10000,False,5,Medium,40.0,10.0,0.0,1
Butterfly,AU,"Melbourne, Australia",,29,3480000.0,5.07,10000,False,5,Medium,30.0,0.0,0.0,1
Airteam,AU,"Pyrmont, Australia",,29,3480000.0,5.02,10000,False,5,Medium,20.0,20.0,20.0,1
Jhavtech Studios,AU,"Melbourne, Australia",,29,3480000.0,4.823,10000,False,5,Medium,15.0,40.0,0.0,0
Nuclieos,AU,"Melbourne, Australia",,29,3480000.0,4.86,5000,False,5,Medium,20.0,0.0,30.0,1
Seriously Good Design,AU,"Hawthorn East, Australia",,29,3480000.0,5.01,5000,False,5,Medium,30.0,0.0,0.0,1
Kombee Private Limited,AU,"Boronia, Australia",,29,3480000.0,5.04,10000,False,5,Medium,25.0,50.0,0.0,0
Mainstay Digital,AU,"Geelong, Australia",,29,3480000.0,4.83,5000,False,5,Medium,30.0,0.0,45.0,1
Itomic,AU,"Perth, Australia",,29,3480000.0,5.05,5000,False,5,Medium,30.0,20.0,10.0,1
UPCORE,AU,"Barangaroo, Australia",,29,3480000.0,5.03,10000,False,5,Medium,10.0,70.0,0.0,0
Nightjar,AU,"Surry Hills, Australia",,29,3480000.0,5.02,25000,False,5,Medium,30.0,10.0,15.0,1
Designpluz,AU,"Bella Vista, Australia",,29,3480000.0,4.96,1000,False,5,Medium,20.0,15.0,20.0,1
Digiwhiz,AU,"Moorabbin, Australia",,29,3480000.0,4.51,1000,False,5,Medium,30.0,0.0,0.0,1
Moonward Studio,AU,"Baulkham Hills, Australia",,29,3480000.0,4.721,10000,False,5,Medium,10.0,90.0,0.0,0
Rush Hour Digital,AU,"Sydney, Australia",,29,3480000.0,4.88,25000,False,5,Medium,15.0,0.0,0.0,1
Appinop Technologies,AU,"Cannon Hill, Australia",,50,6000000.0,4.921,5000,False,5,Medium,10.0,40.0,0.0,0
Redi Software,AU,"Joondalup, Australia",,29,3480000.0,5.02,25000,False,5,Medium,30.0,30.0,40.0,0
Noorix - Custom Software and App Developers,AU,"Sydney, Australia",,29,3480000.0,4.96,25000,False,5,Medium,25.0,0.0,30.0,1
Carbon Edge Australia,AU,"Chadstone, Australia",,33,3960000.0,4.97,5000,False,5,Medium,30.0,0.0,0.0,1
AndMine,AU,"Melbourne, Australia",,29,3480000.0,5.01,5000,False,5,Medium,20.0,0.0,0.0,1
VT Digital,AU,"Sydney, Australia",,29,3480000.0,5.025,1000,False,5,Medium,20.0,30.0,0.0,0
Clean Commit,AU,"Barton, Australia",,29,3480000.0,5.012,10000,False,5,Medium,10.0,0.0,10.0,1
Drive Digital,AU,"Footscray, Australia",,42,5040000.0,5.04,10000,False,5,Medium,20.0,0.0,0.0,1
Relab Studios,AU,"Cremorne, Australia",,29,3480000.0,5.05,5000,False,5,Medium,10.0,0.0,0.0,1
Aussie Website,AU,"Melbourne, Australia",,29,3480000.0,5.01,1000,False,5,Medium,35.0,0.0,0.0,1
"XAM5.01
                        
                            review",AU,"Brisbane City, Australia",,21,2520000.0,5.01,10000,False,3,Medium,20.0,20.0,10.0,0
Zuse Digital,AU,"Melbourne, Australia",,29,3480000.0,5.01,10000,False,5,Medium,25.0,25.0,0.0,0
GREENLOGIC,AU,"St Kilda, Australia",,29,3480000.0,4.94,25000,False,5,Medium,20.0,0.0,20.0,1
Fluid Branding,AU,"South Melbourne, Australia",,100,12000000.0,4.82,25000,False,5,Medium,10.0,0.0,0.0,2
Frank Digital,AU,"Melbourne, Australia",,26,3120000.0,5.01,50000,False,5,Medium,40.0,0.0,0.0,1
MadAppGang,AU,"Maroubra, Australia",,29,3480000.0,5.08,25000,False,5,Medium,30.0,20.0,0.0,1
Atlasopen,AU,"Fitzroy, Australia",,29,3480000.0,4.812,25000,False,5,Medium,15.0,0.0,40.0,1
DigiGround,AU,"Sydney, Australia",,29,3480000.0,4.94,5000,False,5,Medium,30.0,70.0,0.0,0
Pixelstorm,AU,"Cremorne, Australia",,29,3480000.0,4.94,5000,False,5,Medium,30.0,0.0,0.0,1
Hyper Startup Studio,AU,"Bondi Beach, Australia",,29,3480000.0,4.921,5000,False,5,Medium,20.0,40.0,10.0,0
Attalla Digital,AU,"Melbourne, Australia",,29,3480000.0,5.05,25000,False,5,Medium,10.0,30.0,0.0,0
Slant Digital Pty Ltd,AU,"Highton, Australia",,29,3480000.0,5.01,5000,False,5,Medium,15.0,2.0,5.0,1
Vesanique,AU,"Fortitude Valley, Australia",,29,3480000.0,5.02,5000,False,5,Medium,10.0,0.0,0.0,1
Baha Agency,AU,"Braddon, Australia",,29,3480000.0,5.06,25000,False,5,Medium,10.0,10.0,0.0,1
Supportsoft Technologies,AU,"Rosehill, Australia",,29,3480000.0,4.837,5000,False,5,Medium,20.0,30.0,0.0,0
JUSTPRO,AU,"Parramatta, Australia",,29,3480000.0,5.07,0,False,5,Medium,10.0,10.0,15.0,1
Appomate,AU,"Melbourne, Australia",,29,2900000.0,4.316,25000,False,3,Medium,10.0,0.0,20.0,1
Newpath Web,AU,"Melbourne, Australia",,29,3480000.0,4.73,0,False,5,Medium,40.0,0.0,0.0,1
SLIK,AU,"Redfern, Australia",,29,3480000.0,5.01,25000,False,5,Medium,10.0,0.0,0.0,1
Appello Software,AU,Serves Australia,https://ppc.clutch.co/ppc/click/%3Fs%3DeyJkZWNpc2lvbl9pZCI6ImIzOTgzZmMyLWE0MzYtNDliZS04ZjNiLTcxZWM4ZjIwMzYzMiIsImltcHJlc3Npb25faWQiOiJiNzA4Mzk2NS0zY2U2LTRhYzItOGFiOS0yNWQ2NWMyZDgxY2UiLCJwcm92aWRlcl9pZCI6NTk1MDY2LCJmZWF0dXJlZF9saXN0aW5nX2lkIjo0NTgsImZlYXR1cmVkX3Bvc2l0aW9uX2lkIjoyMzYyMTgsInBvc2l0aW9uIjoxLCJpc19zcG90bGlnaHQiOmZhbHNlfQ:1vsth5:68wg0lh1YjJHw1w5wX_M3405pmv04H_XBdvL8gK5Mo4,29,3480000.0,4.933,50000,False,5,Medium,10.0,55.0,35.0,0
